sales_id,customer_id,product_id,unit_price,quantity,date
72,196,48,6.86,4,2024-08-06
73,86,67,4.67,1,2024-10-13
74,197,56,13.01,20,2024-02-26
75,190,9,11.98,4,2024-02-18
76,131,48,7.46,6,2024-12-19
77,110,60,29.31,2,2024-05-14
78,24,68,6.47,1,2024-04-15
79,105,27,17.43,23,2024-04-06
80,114,13,21.89,3,2024-01-29
81,51,28,32.43,2,2024-07-19
82,158,27,18.91,8,2024-02-27
83,105,17,13.22,1,2024-11-25
84,193,29,10.65,3,2024-10-22
85,100,100,5.97,1,2024-05-11
86,9,56,12.68,9,2024-10-14
87,137,29,11.25,13,2024-10-27
88,77,63,7.16,3,2024-05-22
89,162,33,28.79,19,2024-01-16
90,105,27,17.84,4,2024-11-24
91,143,86,11.88,10,2024-04-16
92,190,29,10.73,4,2024-09-24
93,182,29,11.39,6,2024-12-02
94,164,99,5.12,3,2024-11-16
95,5,27,18.83,3,2024-10-30
96,142,26,12.6,6,2024-11-02
97,110,28,29.31,6,2024-08-26
98,125,63,7.5,2,2024-07-01
99,200,53,28.81,5,2024-06-09
100,158,13,21.79,6,2024-01-01
101,38,63,7.34,10,2024-02-26
102,164,27,15.05,1,2024-02-24
103,160,29,11.35,4,2024-10-19
104,133,29,11.39,17,2024-10-31
105,166,62,17.34,6,2024-06-19
106,183,27,18.09,29,2024-10-22
107,73,5,28.96,8,2024-10-17
108,162,63,7,3,2024-11-18
109,109,83,15.69,10,2024-02-21
110,159,60,29.67,1,2024-12-25
111,2,27,17.94,4,2024-10-06
112,29,36,15.52,1,2024-04-28
113,45,23,6.61,7,2024-06-23
114,107,63,7.14,5,2024-01-29
115,137,36,15.65,6,2024-06-22
116,20,55,6.16,3,2024-04-09
117,20,8,1.58,1,2024-10-16
118,91,27,17.1,22,2024-08-14
119,109,86,12.82,10,2024-10-27
120,77,59,6.31,3,2024-10-08
121,107,66,6.68,4,2024-06-01
122,100,63,7.24,7,2024-04-11
123,85,29,11.04,13,2024-09-17
124,159,38,3.42,8,2024-11-23
125,109,42,10.46,10,2024-10-28
126,59,27,18.87,1,2024-04-02
127,105,98,6.67,6,2024-10-01
128,45,28,29.36,3,2024-10-07
129,157,28,30.1,4,2024-07-10
130,200,9,11.17,18,2024-12-29
131,140,29,10.54,6,2024-05-04
132,54,46,19.72,1,2024-01-08
133,45,49,24.27,3,2024-06-14
134,55,81,7.52,10,2024-09-27
135,117,100,5.92,5,2024-06-08
136,182,27,17.14,1,2024-02-23
137,89,27,17.47,7,2024-02-21
138,182,54,12.48,18,2024-09-09
139,151,56,13.05,10,2024-03-28
140,190,47,11.14,19,2024-05-05
141,50,28,31.67,10,2024-05-16
142,25,27,17.12,7,2024-01-13
143,200,63,6.23,8,2024-06-04
144,146,9,11.48,5,2024-01-21
145,17,82,17.75,2,2024-05-29
146,86,57,17.07,10,2024-08-17
147,45,28,30.64,3,2024-04-17
148,186,99,5.02,1,2024-08-05
149,99,95,34.84,7,2024-08-11
150,59,29,11.33,1,2024-11-20
151,185,56,13.23,7,2024-10-13
152,171,85,27.74,2,2024-10-31
153,162,14,10.49,7,2024-12-09
154,162,10,5.1,2,2024-02-03
155,181,11,8.34,1,2024-02-18
156,137,7,12.44,7,2024-11-15
157,171,84,15.21,2,2024-01-28
158,137,76,11.89,13,2024-05-21
159,20,63,7.41,1,2024-10-07
160,193,63,7.55,1,2024-04-30
161,190,28,27.5,5,2024-07-08
162,72,27,19.07,4,2024-05-27
163,45,52,11.93,7,2024-09-07
164,77,63,7.35,4,2024-10-12
165,110,28,30.75,3,2024-08-03
166,131,60,28.39,1,2024-05-19
167,35,75,26.25,7,2024-01-17
168,5,56,13.98,1,2024-02-05
169,105,43,7.95,3,2024-03-11
170,89,71,15.16,13,2024-11-04
171,133,51,9.85,4,2024-11-06
172,51,39,10.22,17,2024-11-25
173,109,24,21.94,4,2024-05-19
174,178,91,6.56,7,2024-07-08
175,109,68,7.84,3,2024-04-29
176,74,9,11.19,5,2024-07-24
177,54,97,13.37,15,2024-07-13
178,93,37,34.21,26,2024-08-06
179,183,58,13.9,5,2024-07-09
180,193,41,6.55,7,2024-01-02
181,100,28,30.52,14,2024-04-16
182,66,16,12.61,1,2024-01-23
183,158,36,15.23,2,2024-12-14
184,190,17,10.98,16,2024-08-26
185,34,17,12.91,15,2024-06-11
186,77,9,11.49,14,2024-06-13
187,160,19,23.16,29,2024-08-28
188,55,29,10.9,12,2024-05-18
189,62,97,12.3,2,2024-08-24
190,61,38,3.46,2,2024-04-12
191,106,30,8.87,20,2024-06-18
192,116,67,4.61,5,2024-05-14
193,162,58,12.44,23,2024-11-27
194,108,63,7.29,13,2024-04-27
195,152,97,14.15,19,2024-04-28
196,103,28,25.01,10,2024-11-28
197,180,7,11.52,7,2024-07-17
198,4,19,21.87,10,2024-09-26
199,143,35,10.36,10,2024-03-22
200,183,56,13.3,3,2024-11-18
201,110,75,26.76,5,2024-10-13
202,55,77,32.82,22,2024-06-29
203,193,25,26.15,1,2024-03-10
204,109,56,13.72,19,2024-04-04
205,20,9,11.11,5,2024-01-05
206,158,27,18.03,1,2024-09-07
207,105,28,31.69,4,2024-12-31
208,144,63,7,1,2024-03-07
209,197,29,10.77,5,2024-09-01
210,105,48,7.38,17,2024-05-19
211,100,77,34.47,9,2024-02-16
212,109,81,7.55,6,2024-12-15
213,133,56,12.88,4,2024-08-02
214,149,9,11.63,7,2024-05-10
215,152,54,15.15,1,2024-05-11
216,109,48,7.39,2,2024-03-10
217,69,9,11.42,5,2024-05-01
218,180,17,13.23,5,2024-08-22
219,115,56,13.82,2,2024-10-25
220,187,68,7.66,7,2024-12-30
221,2,6,10.95,4,2024-11-17
222,195,28,30.06,5,2024-11-24
223,52,76,13.96,3,2024-11-24
224,173,9,11.11,2,2024-03-17
225,192,44,9.76,3,2024-11-11
226,189,37,33.79,15,2024-11-17
227,39,29,9.68,6,2024-04-16
228,105,60,27.5,2,2024-10-23
229,162,32,12.56,16,2024-03-12
230,133,9,10.77,2,2024-04-13
231,77,45,7.05,21,2024-05-24
232,198,56,12.1,14,2024-04-29
233,113,25,25.95,3,2024-07-07
234,66,28,31.8,5,2024-12-21
235,137,38,3.34,1,2024-10-01
236,139,93,67.35,25,2024-09-18
237,11,28,25.86,15,2024-09-28
238,165,61,27.12,27,2024-09-02
239,189,29,11.07,6,2024-06-18
240,121,29,11.19,2,2024-11-09
241,76,27,18.29,4,2024-12-15
242,185,91,6.64,1,2024-12-21
243,190,63,6.52,14,2024-01-27
244,45,56,13.85,4,2024-08-05
245,77,58,11.16,20,2024-07-27
246,159,10,4.69,1,2024-06-27
247,158,20,13.63,7,2024-04-30
248,20,41,6.5,2,2024-05-29
249,110,46,20.73,1,2024-08-10
250,20,63,7.32,3,2024-08-31
251,117,56,12.91,25,2024-12-14
252,133,29,10.84,10,2024-04-25
253,93,9,11.22,6,2024-01-13
254,184,58,12.9,3,2024-09-12
255,31,20,14.26,21,2024-11-09
256,105,9,12.35,5,2024-06-17
257,54,63,7.58,6,2024-04-27
258,89,34,22.21,4,2024-10-21
259,190,77,35.29,11,2024-02-28
260,8,3,11.6,6,2024-01-10
261,22,56,12.89,10,2024-07-21
262,193,14,11.25,3,2024-11-29
263,19,53,30.68,4,2024-03-18
264,138,75,28.13,3,2024-08-10
265,89,29,10.53,29,2024-11-18
266,137,16,12.21,5,2024-03-12
267,8,18,5.06,7,2024-03-20
268,175,73,20.68,4,2024-10-18
269,200,88,9.57,1,2024-04-29
270,17,18,5.02,2,2024-01-09
271,177,34,22.96,5,2024-09-01
272,79,34,23.1,6,2024-09-05
273,115,20,13.61,3,2024-10-27
274,109,47,10.45,3,2024-03-30
275,162,95,34.91,1,2024-07-05
276,193,56,14.05,6,2024-07-29
277,190,9,12.13,8,2024-02-17
278,105,55,7.4,3,2024-04-30
279,110,9,11.14,1,2024-08-24
280,105,68,7.54,5,2024-12-12
281,105,9,9.61,11,2024-03-07
282,166,27,18.89,2,2024-05-14
283,162,5,27.29,4,2024-09-14
284,133,63,7.08,2,2024-06-30
285,20,16,11.66,10,2024-06-06
286,133,7,13.71,2,2024-06-07
287,100,29,10.81,5,2024-02-28
288,45,1,6.27,19,2024-04-07
289,159,62,18.01,3,2024-09-01
290,26,83,15.6,1,2024-04-14
291,77,28,29.55,7,2024-08-31
292,193,45,7.22,8,2024-10-05
293,88,27,17.43,6,2024-10-19
294,141,58,13.42,2,2024-01-15
295,123,20,14.69,18,2024-07-21
296,121,69,36.69,15,2024-02-08
297,34,28,32.56,4,2024-05-08
298,173,27,18.74,21,2024-08-27
299,126,42,10.17,1,2024-06-23
300,133,80,14.78,15,2024-07-24
301,57,89,13.84,1,2024-07-27
302,67,27,18.23,4,2024-11-17
303,177,63,5.87,11,2024-02-24
304,182,74,17.06,10,2024-06-27
305,105,27,18.79,1,2024-10-11
306,123,27,17.74,1,2024-02-07
307,182,27,18.02,4,2024-07-27
308,73,99,5.16,1,2024-12-26
309,75,27,18.61,2,2024-12-08
310,156,17,12.91,11,2024-01-02
311,88,27,17.25,1,2024-06-08
312,149,69,39.82,2,2024-04-30
313,158,4,12.58,3,2024-07-08
314,200,84,14.55,8,2024-02-01
315,11,8,1.52,4,2024-03-14
316,92,27,17.92,5,2024-07-28
317,73,29,11.49,9,2024-01-22
318,192,63,7.54,2,2024-05-29
319,160,29,10.53,4,2024-03-08
320,20,18,5.2,3,2024-01-26
321,136,9,10.92,7,2024-04-09
322,124,63,6.93,3,2024-10-29
323,141,73,17.14,6,2024-04-07
324,49,63,7.52,2,2024-11-10
325,77,52,10.56,10,2024-04-20
326,15,27,17.52,1,2024-03-16
327,187,39,8.74,3,2024-03-31
328,121,29,9.31,17,2024-05-25
329,180,28,29.32,4,2024-01-18
330,145,28,31.41,2,2024-11-02
331,110,28,32.76,10,2024-03-03
332,20,63,7.23,9,2024-05-21
333,200,56,13.91,8,2024-11-29
334,63,92,22.03,1,2024-07-21
335,139,27,15.37,16,2024-12-19
336,124,56,13,3,2024-03-15
337,74,26,12.72,12,2024-10-11
338,182,59,5.75,20,2024-02-19
339,153,27,17.97,14,2024-07-04
340,177,17,13.34,1,2024-04-02
341,13,29,10.54,11,2024-06-08
342,105,9,11.46,10,2024-03-31
343,190,12,8.14,8,2024-08-18
344,192,29,11.48,7,2024-02-20
345,197,46,18.7,4,2024-06-20
346,41,19,27.52,4,2024-02-17
347,77,39,10.3,20,2024-12-16
348,110,27,17.42,11,2024-12-06
349,82,28,31.48,9,2024-10-17
350,177,4,12.39,9,2024-01-07
351,81,29,11.32,25,2024-02-16
352,44,76,12.41,22,2024-04-19
353,88,66,6.3,9,2024-08-12
354,186,63,7.29,2,2024-03-29
355,102,68,7.34,1,2024-08-30
356,100,29,10.1,8,2024-08-19
357,190,63,5.86,10,2024-04-04
358,20,58,13.62,4,2024-12-06
359,128,63,5.97,3,2024-10-21
360,133,91,6.55,1,2024-08-18
361,77,13,20.42,5,2024-01-23
362,162,2,7.98,8,2024-08-03
363,158,91,6.46,10,2024-11-12
364,88,28,28.28,3,2024-11-20
365,109,25,22.83,2,2024-04-28
366,133,58,12.92,8,2024-10-25
367,52,29,9.56,22,2024-01-30
368,193,96,6.64,7,2024-09-26
369,84,56,13.34,8,2024-11-09
370,70,27,17.22,5,2024-01-10
371,112,18,4.85,7,2024-09-24
372,48,77,30.85,1,2024-07-14
373,162,17,11.49,4,2024-03-16
374,54,9,10.77,21,2024-01-06
375,31,27,18.97,5,2024-12-19
376,109,58,13.14,6,2024-10-12
377,98,62,18.28,11,2024-11-15
378,133,29,11.63,16,2024-02-09
379,170,72,8.81,7,2024-03-14
380,158,56,12.92,4,2024-05-17
381,109,2,8.35,6,2024-06-23
382,135,29,11.6,24,2024-11-10
383,183,11,8.39,4,2024-03-07
384,125,9,11.18,5,2024-01-28
385,190,29,11.23,10,2024-10-04
386,152,64,12.61,2,2024-11-01
387,12,54,14.72,20,2024-05-11
388,137,56,12.67,4,2024-07-17
389,51,63,6.98,6,2024-08-11
390,137,30,8.34,4,2024-10-03
391,20,82,16.05,2,2024-06-21
392,17,31,11.12,5,2024-12-28
393,120,56,10.64,9,2024-02-06
394,147,64,11.85,2,2024-06-29
395,182,17,12.85,2,2024-06-15
396,100,28,29.64,8,2024-06-19
397,29,44,9.26,1,2024-08-21
398,105,27,17.33,1,2024-06-19
399,20,28,32.07,16,2024-10-26
400,71,32,13.54,5,2024-12-05
401,20,38,3.12,10,2024-03-25
402,182,48,7.15,3,2024-11-03
403,129,29,9.36,10,2024-06-28
404,96,33,28.22,18,2024-09-28
405,151,93,66.16,5,2024-06-25
406,186,14,11.31,2,2024-01-14
407,183,83,15.62,2,2024-05-27
408,77,29,10.94,6,2024-08-25
409,190,28,31.2,2,2024-05-06
410,110,93,68.44,3,2024-02-14
411,22,84,15.49,5,2024-02-18
412,119,72,9.12,27,2024-09-14
413,162,30,9.28,5,2024-07-07
414,178,28,30.61,5,2024-07-22
415,159,27,17.37,3,2024-10-13
416,133,28,29.31,23,2024-09-23
417,188,8,1.58,2,2024-12-21
418,5,56,13.85,28,2024-06-02
419,100,42,12.47,5,2024-02-01
420,74,56,12.95,5,2024-09-09
421,200,56,12.88,3,2024-02-04
422,166,9,12.27,3,2024-11-19
423,11,9,11.86,9,2024-09-04
424,136,42,11.42,1,2024-02-03
425,165,86,11.93,3,2024-05-04
426,190,53,28.18,4,2024-02-12
427,193,14,8.62,4,2024-12-22
428,100,21,16.11,6,2024-10-21
429,190,8,1.59,3,2024-06-18
430,19,97,11.72,24,2024-10-28
431,91,60,30.1,9,2024-12-19
432,158,56,13.31,18,2024-02-14
433,4,63,6.86,20,2024-01-15
434,77,63,7.26,4,2024-05-12
435,110,42,10.63,7,2024-09-25
436,20,67,4.86,2,2024-02-20
437,179,50,62.14,23,2024-08-10
438,19,9,10.92,11,2024-10-07
439,100,47,10.86,3,2024-09-09
440,50,56,13.71,1,2024-11-30
441,137,56,12.9,2,2024-10-16
442,109,68,8.12,19,2024-11-13
443,200,9,11.47,18,2024-03-16
444,162,27,18.56,13,2024-02-29
445,133,27,16.36,10,2024-03-21
446,46,87,16.44,8,2024-11-13
447,26,64,12.28,4,2024-06-12
448,19,63,6.82,5,2024-06-22
449,159,43,7.09,6,2024-05-21
450,194,23,6.55,17,2024-03-15
451,151,77,33.06,17,2024-04-07
452,77,46,19.82,24,2024-06-14
453,55,20,13.74,4,2024-04-11
454,137,27,15.41,27,2024-09-17
455,109,12,8.57,5,2024-04-05
456,74,97,12.76,3,2024-11-17
457,110,9,11.65,8,2024-02-01
458,182,30,8.59,2,2024-06-08
459,182,63,7.37,27,2024-02-18
460,189,19,27.1,3,2024-01-05
461,77,9,10.24,3,2024-05-16
462,166,15,9.66,4,2024-05-22
463,59,56,13.93,11,2024-12-05
464,85,28,31.66,26,2024-01-22
465,23,1,6.49,12,2024-02-14
466,45,27,17.77,4,2024-06-29
467,172,14,10.77,1,2024-08-21
468,54,10,4.57,7,2024-04-06
469,36,29,11.49,23,2024-12-10
470,42,24,22.2,28,2024-08-07
471,34,21,15.1,2,2024-06-01
472,121,55,7.36,4,2024-07-29
473,11,97,13.69,4,2024-03-22
474,20,1,6.16,7,2024-02-12
475,158,69,38.62,10,2024-08-31
476,109,29,10.52,16,2024-06-16
477,36,1,6.68,23,2024-12-29
478,82,27,18.3,13,2024-09-10
479,75,56,13.33,20,2024-08-20
480,106,13,22.13,1,2024-12-03
481,158,41,6.79,1,2024-04-10
482,190,47,10.65,5,2024-05-19
483,26,9,12,3,2024-12-02
484,20,33,26.96,17,2024-01-14
485,194,34,22.64,6,2024-02-08
486,140,29,11.64,1,2024-09-22
487,200,52,13.42,7,2024-01-14
488,7,63,7.32,5,2024-12-15
489,177,60,29.33,1,2024-05-14
490,137,4,12.49,16,2024-06-16
491,133,28,30.47,5,2024-11-25
492,162,63,7.6,16,2024-12-08
493,178,29,10.16,5,2024-02-20
494,139,58,13.45,6,2024-06-01
495,105,9,11.18,5,2024-02-19
496,73,8,1.63,8,2024-05-08
497,7,58,13.39,4,2024-02-27
498,75,71,14.94,7,2024-01-27
499,71,9,11.34,23,2024-12-16
500,163,91,6.16,1,2024-11-09
501,109,1,6.34,5,2024-09-06
502,170,52,12.98,11,2024-04-06
503,114,70,9.45,30,2024-05-08
504,118,9,11.95,11,2024-11-21
505,133,56,12.73,8,2024-12-11
506,193,56,11.74,19,2024-10-28
507,163,27,16.39,5,2024-04-03
508,100,30,7.61,13,2024-01-06
509,53,94,10.37,9,2024-12-10
510,193,36,13.81,4,2024-03-09
511,117,28,32.4,28,2024-09-29
512,65,57,17.78,9,2024-01-17
513,200,93,62.42,18,2024-02-12
514,45,98,6.63,1,2024-12-27
515,45,28,27.98,2,2024-02-18
516,77,63,7.15,5,2024-04-02
517,130,29,11.22,4,2024-07-21
518,133,63,6.82,3,2024-04-21
519,96,24,22.54,2,2024-11-14
520,20,29,10.39,16,2024-02-23
521,109,21,14.41,5,2024-07-08
522,33,63,7.11,1,2024-01-04
523,109,27,18.49,4,2024-05-04
524,100,80,15.8,1,2024-02-14
525,124,31,9.62,7,2024-12-26
526,4,27,17.73,9,2024-09-17
527,133,48,7.03,8,2024-04-21
528,91,23,6.5,1,2024-06-02
529,5,52,12.77,11,2024-08-27
530,200,32,12.39,7,2024-07-09
531,193,54,13.81,13,2024-10-17
532,193,9,10.34,7,2024-12-26
533,188,56,13.71,2,2024-10-03
534,100,10,5.12,3,2024-07-20
535,125,74,16.63,3,2024-10-08
536,158,63,6.92,11,2024-11-16
537,67,28,31.89,10,2024-05-31
538,159,57,17.15,1,2024-07-25
539,77,56,14.09,5,2024-09-04
540,79,28,32.5,3,2024-01-28
541,27,63,6.85,4,2024-12-29
542,110,82,17.76,3,2024-05-27
543,100,63,7.56,4,2024-06-10
544,162,56,14,3,2024-04-18
545,162,8,1.56,10,2024-02-03
546,183,58,13.83,9,2024-03-05
547,121,100,5.9,15,2024-07-20
548,187,28,29.69,5,2024-04-11
549,164,50,55.22,21,2024-01-07
550,199,9,11.69,7,2024-03-06
551,110,5,27.33,1,2024-04-09
552,126,28,31.27,1,2024-09-27
553,133,47,10.49,6,2024-02-07
554,159,56,13.53,1,2024-04-11
555,187,63,7.26,4,2024-08-17
556,31,45,6.73,24,2024-05-08
557,193,28,30.48,11,2024-10-08
558,200,62,18.34,1,2024-03-15
559,123,41,6.26,8,2024-04-27
560,139,36,15.3,11,2024-01-07
561,159,29,11.28,5,2024-06-19
562,193,27,17.54,3,2024-08-15
563,109,28,30.75,4,2024-12-06
564,182,26,15.36,4,2024-07-14
565,110,63,7.6,10,2024-03-30
566,179,39,10.02,3,2024-12-16
567,155,4,12.11,2,2024-01-15
568,1,52,13.22,1,2024-10-31
569,200,71,14.9,4,2024-01-27
570,90,56,11.61,27,2024-07-11
571,144,76,12.82,24,2024-09-11
572,191,27,17.36,2,2024-01-31
573,174,59,5.43,28,2024-10-12
574,137,57,16.58,18,2024-07-25
575,193,80,15.26,20,2024-01-11
576,144,63,6.86,19,2024-04-25
577,200,100,6.03,7,2024-08-28
578,190,63,6.91,23,2024-11-28
579,106,6,10.81,8,2024-10-04
580,162,63,6.19,4,2024-09-08
581,137,9,11.58,4,2024-08-14
582,190,27,18.56,18,2024-10-03
583,45,29,10.5,20,2024-11-06
584,133,28,29.55,4,2024-06-14
585,100,99,4.98,2,2024-05-20
586,200,29,11.39,3,2024-05-19
587,159,41,6.58,3,2024-06-02
588,63,63,7.23,2,2024-07-28
589,119,56,13.38,9,2024-11-30
590,43,9,11.2,8,2024-02-11
591,110,34,22.62,4,2024-08-09
592,179,18,5.07,16,2024-10-13
593,42,9,11.57,1,2024-01-24
594,157,51,10.68,5,2024-04-08
595,122,31,10.34,1,2024-03-12
596,98,85,22.47,28,2024-10-06
597,162,29,9.44,18,2024-09-05
598,121,16,11.62,4,2024-10-12
599,45,3,12.31,9,2024-02-11
600,200,10,4.86,4,2024-11-29
601,66,75,28.43,3,2024-06-26
602,196,49,23.4,1,2024-12-23
603,159,56,13.5,6,2024-02-24
604,162,63,7.52,2,2024-04-15
605,77,56,12.78,13,2024-01-23
606,109,29,11.6,5,2024-10-18
607,105,9,11.66,3,2024-12-03
608,193,65,3,1,2024-10-29
609,135,56,13.28,5,2024-06-17
610,20,27,17.56,6,2024-09-23
611,100,10,4.65,1,2024-07-20
612,196,54,14.43,5,2024-10-30
613,100,99,4.67,5,2024-08-22
614,96,59,6.26,3,2024-12-08
615,109,28,31.42,4,2024-01-22
616,159,29,10.58,27,2024-09-04
617,120,28,30.12,19,2024-02-09
618,124,66,6.95,3,2024-10-08
619,20,27,18.37,28,2024-04-23
620,45,4,10.86,10,2024-08-08
621,92,44,9.16,10,2024-05-06
622,107,9,11.46,4,2024-06-17
623,104,27,18.72,21,2024-03-31
624,109,94,12.58,17,2024-05-21
625,137,14,11.34,2,2024-01-17
626,182,17,13.36,7,2024-10-07
627,13,38,3.46,12,2024-08-11
628,178,93,63.23,5,2024-04-28
629,20,27,17.97,9,2024-01-21
630,109,5,27.2,29,2024-09-04
631,85,96,6.64,12,2024-03-23
632,133,25,22.79,4,2024-01-23
633,162,63,6.42,14,2024-10-12
634,182,80,15.73,14,2024-12-27
635,32,70,10.84,7,2024-04-01
636,181,44,9.44,28,2024-12-08
637,171,29,9.89,16,2024-02-03
638,200,8,1.51,15,2024-12-14
639,105,56,12.79,8,2024-10-07
640,85,25,23.01,18,2024-12-14
641,45,63,7.07,8,2024-02-21
642,145,55,6.74,1,2024-04-01
643,105,19,28.8,5,2024-09-02
644,184,52,12.93,13,2024-01-14
645,109,9,12.06,1,2024-12-08
646,130,29,10.58,3,2024-12-26
647,20,30,8.69,3,2024-05-12
648,161,99,5.05,2,2024-07-09
649,90,73,21.32,4,2024-02-02
650,154,81,7.71,16,2024-03-24
651,193,56,12.68,4,2024-05-12
652,133,27,18.73,5,2024-07-13
653,51,27,17.36,26,2024-12-18
654,200,93,62.67,7,2024-08-02
655,3,28,31.11,2,2024-01-01
656,52,31,10.97,2,2024-05-18
657,193,27,17.35,16,2024-11-13
658,101,35,10.75,3,2024-07-10
659,37,9,10.14,19,2024-03-27
660,137,57,17.66,1,2024-05-17
661,80,41,6.24,9,2024-03-14
662,135,9,11.54,15,2024-06-30
663,133,29,10.91,9,2024-07-22
664,20,55,6.67,6,2024-10-05
665,28,29,10.76,20,2024-11-28
666,81,56,14.01,8,2024-12-02
667,81,27,18.52,5,2024-11-11
668,30,9,11.18,7,2024-01-25
669,76,19,28.27,2,2024-09-04
670,159,90,61.33,4,2024-03-22
671,100,28,29.61,11,2024-07-11
672,193,14,10.93,2,2024-09-26
673,65,59,6.16,5,2024-02-09
674,21,80,15.29,5,2024-12-15
675,6,30,8.54,9,2024-01-22
676,200,4,10.76,6,2024-06-29
677,109,91,6.34,18,2024-10-19
678,158,27,18.4,13,2024-02-18
679,142,27,18.28,14,2024-12-22
680,132,65,2.82,4,2024-11-06
681,146,68,6.62,9,2024-10-04
682,188,75,27.55,3,2024-11-12
683,45,28,30.78,10,2024-03-23
684,132,23,5.9,30,2024-07-10
685,137,56,13.65,18,2024-09-10
686,20,29,11.62,3,2024-02-26
687,45,29,11.21,2,2024-03-22
688,39,29,9.03,4,2024-02-24
689,200,9,11.12,10,2024-01-28
690,18,63,7.11,9,2024-03-02
691,193,29,10.74,3,2024-07-12
692,73,94,12.9,2,2024-06-13
693,9,44,8.61,19,2024-01-20
694,6,10,4.67,3,2024-04-01
695,109,27,18.36,10,2024-01-18
696,200,37,35.66,19,2024-07-10
697,112,20,13.69,27,2024-10-14
698,103,56,13.31,4,2024-01-02
699,29,39,10.95,7,2024-04-09
700,110,63,7.61,3,2024-01-22
701,84,99,4,2,2024-03-17
702,200,87,16.43,21,2024-09-14
703,20,69,37.99,3,2024-12-14
704,9,56,13.14,27,2024-09-27
705,137,27,18.93,3,2024-06-09
706,109,27,17.86,2,2024-07-05
707,126,56,12.68,15,2024-08-04
708,100,52,13.36,1,2024-01-19
709,125,9,10.09,10,2024-04-23
710,200,86,12.2,5,2024-10-26
711,193,43,7.76,18,2024-01-24
712,20,63,6.88,5,2024-12-04
713,136,69,38.26,23,2024-03-13
714,141,16,11.74,1,2024-05-23
715,193,68,7.41,14,2024-03-23
716,139,6,10.64,22,2024-05-23
717,12,9,11.26,5,2024-06-09
718,158,63,6.24,18,2024-08-13
719,100,96,6.3,1,2024-07-09
720,200,10,4.8,7,2024-10-04
721,109,63,7.13,6,2024-09-19
722,162,56,12.84,3,2024-11-06
723,155,21,16.64,1,2024-05-04
724,44,28,29.53,4,2024-01-06
725,182,6,10.12,2,2024-07-20
726,161,67,4.73,4,2024-08-27
727,190,63,7.55,14,2024-01-22
728,200,28,32.64,30,2024-05-08
729,2,9,11.85,13,2024-09-12
730,176,63,6.97,1,2024-04-26
731,162,77,30.04,19,2024-03-02
732,65,64,11.22,3,2024-11-01
733,110,71,14.75,10,2024-01-16
734,71,73,20.38,1,2024-12-07
