receipt_id,product_id,quantity_received,date
114,85,977,2024-07-03
115,63,577,2024-10-26
116,28,292,2024-12-21
117,98,884,2024-08-16
118,56,141,2024-12-14
119,63,395,2024-05-26
120,9,137,2024-01-05
121,28,777,2024-03-13
122,7,542,2024-02-06
123,12,410,2024-08-08
124,56,225,2024-12-29
125,63,1174,2024-11-30
126,46,645,2024-10-20
127,6,1124,2024-12-08
128,7,71,2023-11-01
129,29,642,2024-12-12
130,73,847,2024-02-21
131,98,738,2024-03-24
132,63,53,2024-05-27
133,70,26,2023-11-19
134,25,1170,2024-06-24
135,38,1199,2024-10-29
136,92,1022,2024-01-09
137,30,47,2023-10-25
138,9,426,2024-04-15
139,15,923,2024-07-14
140,91,1130,2024-11-18
141,79,435,2023-11-26
142,28,95,2024-10-31
143,9,726,2023-10-25
144,95,551,2023-11-30
145,63,237,2023-11-05
146,63,683,2024-10-06
147,27,615,2024-12-28
148,28,58,2023-11-13
149,52,920,2023-11-10
150,12,105,2024-10-09
151,63,557,2024-10-08
152,15,772,2023-12-16
153,2,1042,2024-08-02
154,9,61,2024-11-27
155,15,755,2024-11-04
156,9,612,2024-10-03
157,74,1035,2023-11-18
158,28,712,2024-01-29
159,54,374,2023-11-22
160,63,221,2024-07-24
161,88,168,2024-08-22
162,27,1078,2023-12-25
163,9,247,2024-10-07
164,56,997,2023-10-15
165,9,1077,2024-01-26
166,36,196,2024-01-30
167,19,917,2023-11-09
168,48,896,2024-08-05
169,78,572,2024-11-02
170,9,108,2024-12-23
171,42,167,2023-11-13
172,56,812,2024-04-25
173,24,197,2024-08-18
174,28,981,2024-08-19
175,27,924,2023-10-04
176,27,1200,2024-07-30
177,27,1030,2024-05-15
178,97,844,2023-11-10
179,46,337,2024-12-26
180,3,711,2024-05-03
181,31,640,2024-12-27
182,99,571,2024-01-26
183,56,70,2023-11-29
184,52,104,2024-11-19
185,29,319,2024-10-13
186,45,73,2024-02-04
187,9,650,2024-06-11
188,27,822,2024-08-30
189,56,998,2024-10-20
190,22,278,2024-01-21
191,55,365,2024-09-08
192,56,595,2024-04-30
193,27,984,2024-07-31
194,43,169,2024-02-18
195,29,85,2024-03-07
196,28,946,2024-08-24
197,9,1067,2023-12-10
198,53,191,2024-09-07
199,3,1010,2024-06-23
200,87,55,2023-10-15
201,28,541,2024-10-21
202,87,197,2024-01-14
203,52,34,2024-05-21
204,56,203,2024-07-17
205,83,878,2024-03-20
206,27,552,2024-06-03
207,41,1116,2024-12-26
208,52,838,2024-04-24
209,65,607,2024-05-04
210,100,1120,2023-12-24
211,79,755,2024-10-21
212,26,987,2024-08-10
213,27,351,2023-12-24
214,9,1159,2024-02-18
215,58,1030,2024-05-15
216,56,947,2024-09-14
217,7,796,2023-11-01
218,56,309,2024-04-30
219,76,763,2023-12-15
220,37,411,2024-04-12
221,85,980,2024-04-28
222,19,1104,2024-02-14
223,63,863,2024-10-27
224,87,585,2023-12-19
225,54,343,2024-09-28
226,17,221,2024-09-26
227,95,911,2024-06-30
228,29,681,2024-08-31
229,27,1093,2024-06-20
230,7,715,2023-11-07
231,28,1104,2024-10-18
232,11,1057,2024-02-01
233,29,543,2023-10-08
234,44,489,2023-12-02
235,97,595,2024-05-05
236,40,381,2024-07-21
237,9,551,2024-02-14
238,54,35,2024-03-18
239,17,1052,2023-12-31
240,27,422,2024-06-07
241,49,1046,2024-06-09
242,70,997,2024-03-02
243,63,476,2024-11-05
244,66,405,2024-09-25
245,77,698,2024-11-16
246,78,951,2024-03-16
247,56,188,2024-06-04
248,7,333,2023-12-27
249,56,1002,2024-08-26
250,58,1038,2024-07-09
251,29,1198,2024-08-14
252,32,449,2024-11-25
253,31,989,2023-11-10
254,49,976,2023-12-15
255,64,724,2023-11-12
256,22,577,2024-02-19
257,28,72,2024-05-12
258,66,692,2023-12-08
259,34,395,2023-11-23
260,13,618,2023-12-07
261,14,830,2024-03-30
262,69,880,2023-10-04
263,9,227,2024-09-02
264,26,1067,2024-08-21
265,17,372,2024-11-24
266,9,592,2024-10-23
267,82,443,2023-11-02
268,9,314,2024-10-22
269,68,514,2024-11-16
270,28,626,2024-05-02
271,29,248,2023-12-13
272,41,272,2023-10-31
273,1,374,2023-12-23
274,90,108,2024-02-01
275,28,770,2024-02-20
276,68,910,2023-12-28
277,70,926,2024-11-04
278,28,754,2024-10-28
279,91,94,2023-10-08
280,44,1004,2024-12-07
281,29,252,2024-07-01
282,1,222,2024-04-09
283,27,763,2024-11-09
284,96,386,2024-02-04
285,95,684,2024-08-22
286,28,89,2023-11-09
287,28,1090,2024-01-14
288,33,624,2024-10-19
289,64,854,2024-01-01
290,27,78,2024-11-27
291,63,917,2024-12-26
292,63,1108,2023-12-07
293,16,757,2024-02-07
294,56,602,2024-11-29
295,40,684,2024-06-04
296,27,1048,2024-06-08
297,74,278,2024-04-15
298,62,237,2024-04-10
299,3,432,2024-03-02
300,56,755,2023-12-07
301,28,242,2024-02-10
302,81,1126,2023-11-27
303,85,1111,2023-11-27
304,4,97,2023-10-04
305,100,57,2023-10-09
306,56,96,2023-11-07
307,60,887,2023-10-24
308,29,171,2024-12-12
309,57,248,2023-12-05
310,28,341,2024-09-07
311,5,982,2024-11-27
312,19,649,2023-12-26
313,32,191,2024-03-23
314,81,823,2024-10-22
315,37,422,2023-11-17
316,9,268,2024-05-19
317,9,635,2023-12-11
318,97,1179,2024-04-26
319,68,537,2023-11-06
320,69,485,2024-06-04
321,63,377,2024-11-15
322,70,1037,2024-02-12
323,56,177,2024-09-07
324,9,452,2023-10-09
325,27,110,2023-12-31
326,9,547,2024-05-11
327,65,937,2024-04-03
328,85,873,2024-02-08
329,27,736,2024-02-08
330,31,203,2023-11-18
331,65,548,2023-10-27
332,82,985,2024-10-30
333,38,177,2023-11-08
334,20,692,2024-06-29
335,63,1100,2023-10-25
336,83,217,2024-01-14
337,8,560,2024-11-30
338,27,1157,2024-12-17
339,62,984,2024-11-27
340,29,867,2024-05-21
341,80,646,2024-04-24
342,29,592,2024-11-29
343,5,345,2024-07-24
344,35,1047,2024-12-15
345,56,48,2024-07-11
346,63,578,2024-05-03
347,56,719,2024-01-13
348,40,74,2024-06-22
349,83,69,2023-12-05
350,9,976,2024-08-06
351,63,686,2024-08-27
352,9,140,2024-07-17
353,9,1108,2023-10-16
354,100,897,2024-07-25
355,27,429,2024-10-18
356,56,1070,2024-06-28
357,71,158,2024-05-12
358,63,926,2024-06-22
359,19,322,2023-11-26
360,56,581,2024-11-13
361,27,208,2024-07-26
362,76,238,2024-04-08
363,24,232,2023-11-28
364,26,218,2024-09-05
365,28,831,2024-05-17
366,16,951,2024-11-11
367,89,988,2024-05-14
368,74,165,2024-11-15
369,31,1175,2024-10-22
370,27,54,2024-08-02
371,56,1091,2024-04-19
372,28,149,2023-12-17
373,56,938,2023-10-21
374,98,941,2024-09-20
375,35,653,2024-12-22
376,33,747,2024-06-17
377,21,1164,2024-05-16
378,27,1014,2023-12-12
379,29,377,2024-03-30
380,97,982,2024-06-06
381,33,1181,2024-02-12
382,79,990,2024-10-30
383,63,783,2024-09-04
384,44,395,2024-05-10
385,75,487,2024-06-28
386,77,157,2024-11-27
387,74,86,2024-10-07
388,56,47,2024-11-07
389,6,992,2024-06-24
390,28,674,2024-09-06
391,9,786,2024-09-11
392,38,488,2024-06-16
393,12,355,2024-10-12
394,21,613,2023-10-10
395,63,1085,2024-03-31
396,15,691,2024-11-21
397,28,1075,2024-05-02
398,22,115,2024-03-02
399,29,1154,2024-07-29
400,56,893,2024-02-05
401,68,389,2024-11-01
402,73,311,2024-12-23
403,29,1195,2024-12-19
404,34,1074,2024-11-27
405,3,114,2024-08-12
406,29,707,2024-02-13
407,3,890,2023-10-24
408,45,1153,2023-11-27
409,28,1062,2023-11-30
410,28,1127,2024-10-06
411,62,399,2024-01-31
412,62,988,2024-01-15
413,76,353,2024-06-06
414,16,360,2023-12-23
415,9,1107,2024-02-15
416,63,363,2024-10-12
417,71,345,2024-12-04
418,100,599,2024-09-10
419,90,699,2024-09-26
420,27,389,2024-08-02
421,27,190,2024-12-13
422,36,818,2024-10-13
423,19,1096,2023-12-18
424,40,422,2024-01-11
425,3,1169,2024-10-17
426,27,437,2024-02-11
427,28,449,2024-10-27
428,9,797,2024-12-10
429,20,920,2024-03-01
430,53,463,2024-04-18
431,95,323,2024-01-15
432,28,397,2023-12-23
433,56,242,2024-11-23
434,15,911,2023-10-21
435,86,778,2024-11-18
436,29,1183,2023-12-30
437,51,361,2024-10-31
438,63,722,2024-02-18
439,30,979,2024-08-23
440,27,1197,2024-03-12
441,78,1078,2023-12-27
442,64,255,2024-09-18
443,27,148,2024-07-16
444,67,1128,2024-12-14
445,27,721,2024-06-08
446,63,1017,2024-07-24
447,34,764,2024-10-25
448,54,938,2024-11-05
449,74,922,2024-12-07
450,53,746,2024-12-18
451,28,342,2023-11-10
452,56,404,2024-01-16
453,9,802,2024-09-15
454,27,1081,2024-11-30
455,27,701,2024-05-08
456,58,635,2024-12-29
457,5,1010,2024-05-26
458,80,785,2023-12-16
459,9,963,2024-04-13
460,10,613,2024-06-29
461,27,550,2024-09-19
462,29,642,2024-09-02
463,96,752,2024-10-19
464,28,421,2024-11-07
465,50,536,2024-09-21
466,63,576,2024-09-09
467,100,493,2024-04-10
468,9,383,2024-08-23
469,29,979,2024-03-19
470,27,232,2024-04-09
471,63,426,2023-10-14
472,74,455,2024-04-01
473,8,328,2024-05-17
474,62,836,2024-08-20
475,98,71,2023-11-27
476,15,629,2024-07-04
477,56,931,2024-08-31
478,9,682,2024-10-19
479,27,830,2024-02-12
480,56,432,2023-10-01
481,67,87,2023-11-05
482,91,346,2024-06-24
483,50,871,2024-06-18
484,97,647,2024-06-26
485,44,863,2024-06-02
486,28,430,2023-10-22
487,61,361,2024-05-06
488,9,926,2023-12-17
489,64,1093,2023-12-31
490,56,294,2024-10-20
491,75,1153,2024-06-26
492,29,925,2024-09-02
493,63,752,2023-10-10
494,1,683,2023-11-16
495,57,325,2024-02-10
496,21,1036,2023-10-26
497,79,691,2024-06-14
498,9,28,2023-12-03
499,63,179,2024-07-20
500,62,292,2024-11-09
501,28,940,2024-06-24
502,71,841,2024-11-18
503,41,697,2024-03-24
504,56,217,2024-11-05
505,72,963,2024-12-22
506,58,614,2023-11-13
507,56,1066,2024-12-01
508,27,535,2024-03-26
509,61,457,2024-02-18
510,66,649,2023-12-26
511,86,1075,2024-01-15
512,56,908,2024-09-13
513,8,428,2023-10-18
514,56,131,2024-11-13
515,83,690,2023-11-27
516,56,30,2023-11-08
517,36,452,2024-02-21
518,18,733,2024-05-03
519,34,334,2024-01-05
520,56,1159,2023-11-29
521,11,1114,2024-11-29
522,37,1012,2024-06-11
523,67,823,2024-10-01
524,56,860,2024-09-07
525,70,880,2024-05-04
526,20,725,2024-11-07
527,37,559,2024-06-13
528,24,904,2024-12-01
529,51,1077,2023-10-26
530,48,892,2024-02-09
531,31,826,2024-02-28
532,68,852,2024-04-20
533,46,1087,2023-11-10
534,63,282,2024-02-17
535,24,1015,2024-11-27
536,78,645,2024-11-21
537,31,932,2023-12-14
538,28,612,2024-01-10
539,59,960,2024-12-18
540,29,328,2023-11-07
541,98,622,2024-12-06
542,9,500,2024-03-06
543,56,379,2023-10-14
544,28,750,2024-07-13
545,37,871,2023-11-27
546,90,1041,2023-10-23
547,28,420,2024-08-12
548,46,303,2024-08-05
549,41,167,2024-09-12
550,27,772,2023-11-21
551,40,1046,2023-10-25
552,27,523,2024-11-05
553,27,20,2024-03-02
554,40,76,2024-10-05
555,78,579,2024-06-08
556,50,260,2024-08-02
557,89,323,2024-02-18
558,22,574,2024-02-10
559,1,242,2024-04-24
560,46,519,2024-03-05
561,16,353,2023-10-13
562,77,79,2024-10-12
563,27,479,2023-11-15
564,56,909,2024-01-13
565,28,685,2024-08-15
566,83,715,2023-10-15
567,88,1183,2024-06-17
568,63,563,2023-10-04
569,66,1058,2024-02-05
570,17,372,2024-07-18
571,61,1182,2023-12-21
572,9,712,2024-08-27
573,63,1151,2023-10-14
574,22,246,2024-01-05
575,66,902,2023-10-11
576,27,498,2023-11-09
577,29,990,2023-11-01
578,50,655,2023-11-10
579,71,258,2024-03-12
580,27,462,2024-02-10
581,28,202,2023-10-28
582,1,616,2024-09-07
583,9,330,2024-06-21
584,92,230,2024-10-06
585,32,489,2024-01-17
586,24,1081,2023-10-17
587,28,980,2024-09-09
588,27,94,2023-11-12
589,94,672,2023-11-20
590,68,314,2024-09-04
591,53,227,2024-10-05
592,62,562,2024-04-24
593,2,698,2023-11-18
594,63,155,2024-10-23
595,92,150,2024-05-06
596,28,894,2024-04-03
597,56,394,2024-09-30
598,69,512,2024-04-28
599,29,339,2024-02-06
600,56,960,2024-05-10
601,27,207,2023-10-21
602,73,602,2024-09-28
603,56,1184,2024-07-25
604,56,112,2023-10-06
605,63,94,2024-04-29
606,40,1097,2024-11-09
607,29,526,2024-07-17
608,62,747,2024-01-07
609,28,703,2024-11-06
610,96,1123,2024-06-30
611,22,813,2024-06-29
612,29,1059,2024-02-23
613,31,377,2024-02-23
614,25,819,2024-02-06
615,11,438,2024-02-15
616,46,732,2023-12-24
617,10,1057,2023-12-26
618,29,679,2024-04-07
619,28,247,2024-02-25
620,45,512,2023-10-16
621,79,1003,2024-01-13
622,14,180,2024-05-28
623,65,142,2024-02-11
624,61,1015,2023-10-29
625,62,626,2023-10-28
626,3,990,2024-01-13
627,63,695,2024-03-09
628,12,507,2024-11-21
629,22,483,2024-02-01
630,67,338,2024-04-06
631,52,396,2024-01-04
632,29,716,2024-05-24
633,9,296,2024-01-15
634,95,820,2023-12-31
635,9,776,2024-12-02
636,52,751,2024-01-04
637,36,480,2024-08-03
638,50,731,2024-07-19
639,94,214,2024-07-02
640,28,745,2024-03-26
641,27,1016,2024-11-12
642,29,484,2024-03-11
643,55,64,2024-12-26
644,100,1159,2024-05-21
645,29,1103,2024-08-12
646,32,219,2024-12-12
647,2,547,2024-12-25
648,93,672,2024-01-26
649,35,1189,2023-12-07
650,63,927,2024-12-25
651,73,137,2024-07-07
652,9,882,2024-09-13
653,13,207,2024-09-19
654,9,1069,2024-02-11
655,81,575,2024-04-21
656,63,1038,2024-05-26
657,86,435,2024-11-24
658,92,81,2024-01-09
659,66,417,2023-11-20
660,96,117,2024-02-29
661,28,671,2024-09-28
662,9,93,2024-02-24
663,75,973,2024-05-11
664,9,141,2024-11-11
665,68,469,2024-05-18
666,29,596,2024-06-16
667,29,449,2024-06-05
668,93,952,2023-12-23
669,29,416,2024-04-19
670,27,367,2024-01-12
671,5,473,2024-03-31
672,29,916,2024-07-18
673,27,782,2024-09-13
674,27,1188,2024-09-25
675,9,90,2024-10-31
676,28,641,2023-10-23
677,37,716,2024-11-25
678,51,38,2023-12-30
679,9,721,2024-11-01
680,37,1137,2024-08-03
681,54,929,2024-02-27
682,29,246,2023-12-12
683,85,192,2024-07-28
684,28,349,2024-08-17
685,24,553,2024-11-28
686,60,138,2024-07-13
687,56,131,2024-10-20
688,63,616,2024-02-23
689,29,924,2024-11-11
690,56,856,2023-10-22
691,28,836,2023-12-12
692,6,736,2024-03-11
693,29,1104,2023-12-13
694,29,47,2024-06-22
695,29,77,2024-05-26
696,29,901,2024-03-30
697,9,386,2024-11-08
698,28,1152,2024-09-17
699,5,748,2024-09-21
700,46,404,2024-03-30
701,32,618,2024-07-03
702,27,812,2024-08-22
703,56,901,2023-12-27
704,12,25,2024-12-13
705,27,142,2024-08-03
706,61,24,2024-08-15
707,28,462,2023-11-30
708,58,203,2024-06-15
709,20,72,2024-01-25
710,19,387,2024-09-29
711,63,718,2024-03-16
712,37,190,2024-10-09
713,60,41,2024-11-28
714,56,235,2024-12-24
715,59,76,2023-12-22
716,18,879,2024-11-14
717,90,670,2024-02-24
718,9,349,2024-03-31
719,15,40,2024-08-05
720,29,850,2024-08-18
721,49,473,2024-02-26
722,71,1177,2024-11-29
723,26,458,2024-11-16
724,9,845,2024-09-18
725,82,298,2023-12-28
726,80,372,2024-02-23
727,75,602,2024-06-20
728,56,439,2024-05-21
729,27,318,2024-02-22
730,86,555,2024-03-18
731,56,1098,2023-11-30
732,56,119,2024-02-07
733,56,319,2024-03-19
734,9,746,2024-06-08
735,27,361,2024-10-31
736,40,1091,2023-10-17
737,9,1027,2024-10-27
738,44,1185,2024-08-26
739,9,335,2024-03-04
740,27,811,2024-01-18
741,56,368,2024-07-12
742,9,183,2024-11-05
743,77,495,2024-05-19
744,56,1093,2023-12-11
745,48,415,2023-12-13
746,27,599,2023-12-31
747,9,809,2024-04-08
748,95,483,2024-11-22
749,95,1142,2024-02-15
750,11,1146,2024-03-16
751,63,245,2024-01-24
752,28,190,2024-12-26
753,29,1117,2024-07-20
754,27,280,2023-10-31
755,6,1123,2024-05-05
756,49,526,2024-11-24
757,28,434,2024-04-21
758,72,347,2023-12-20
759,9,945,2023-12-23
760,28,332,2024-06-23
761,70,860,2024-04-06
762,63,1028,2024-01-25
763,27,71,2024-07-25
764,76,1046,2024-10-19
765,84,209,2023-11-01
766,9,601,2024-01-18
767,27,750,2024-04-17
768,27,588,2024-06-11
769,27,652,2024-09-01
770,29,86,2024-04-06
771,45,716,2024-06-30
772,75,926,2024-12-26
773,29,71,2024-03-14
774,56,363,2023-11-12
775,56,911,2024-07-21
776,94,367,2024-06-15
777,17,1110,2024-07-31
778,17,581,2024-02-07
779,56,412,2024-12-16
780,29,523,2024-06-30
781,84,202,2023-12-23
782,93,170,2024-01-09
783,24,1050,2023-11-08
784,61,557,2024-10-25
785,63,445,2024-01-10
786,71,916,2024-03-04
787,24,832,2024-01-02
788,12,121,2024-07-20
789,9,122,2023-10-11
790,9,420,2023-12-01
791,81,367,2024-01-09
792,29,1163,2024-11-11
793,63,340,2024-05-19
794,28,552,2023-11-19
795,82,994,2024-10-09
796,36,376,2024-12-31
797,84,673,2024-03-21
798,9,312,2023-12-14
799,42,922,2024-09-03
800,9,179,2024-05-30
801,44,908,2024-02-12
802,68,246,2024-08-11
803,81,1058,2024-11-03
804,63,335,2023-12-17
805,61,20,2024-07-17
806,12,53,2024-11-06
807,56,703,2024-07-24
808,63,131,2024-01-01
809,70,282,2023-10-01
810,19,28,2024-10-20
811,55,1019,2023-10-23
812,28,472,2024-01-31
813,94,272,2024-11-23
814,9,344,2024-04-30
815,29,256,2024-11-18
816,31,190,2023-12-11
817,27,799,2023-12-19
818,94,378,2023-12-14
819,66,809,2024-12-25
820,27,850,2024-11-13
821,56,119,2024-09-29
822,34,113,2023-10-14
823,22,236,2024-12-23
824,56,730,2023-11-04
825,80,1112,2024-03-27
826,56,302,2023-12-26
827,76,448,2024-03-14
828,29,1138,2024-08-13
829,31,758,2024-06-13
830,66,564,2024-09-14
831,92,1178,2024-07-24
832,15,775,2024-10-24
833,87,340,2023-10-01
834,56,290,2024-07-01
835,37,629,2024-01-14
836,60,84,2024-10-10
837,77,191,2024-11-13
838,28,643,2024-02-18
839,41,533,2024-05-21
840,44,449,2023-12-21
841,44,737,2024-03-01
842,29,505,2024-08-17
843,28,108,2024-07-07
844,63,820,2024-09-05
845,40,851,2024-03-08
846,9,1131,2024-08-14
847,63,658,2023-11-08
848,27,791,2024-11-09
849,93,1178,2024-05-19
850,76,686,2024-04-24
851,28,250,2024-03-13
852,52,259,2024-04-06
853,30,691,2024-06-05
854,35,1070,2024-09-21
855,28,543,2023-12-17
856,45,797,2024-10-12
857,43,792,2024-06-08
858,90,123,2024-05-07
859,9,862,2024-10-13
860,78,314,2024-01-02
861,32,524,2024-02-04
862,27,702,2024-02-03
863,66,434,2024-02-22
864,43,150,2024-07-05
865,68,1108,2024-10-04
866,2,152,2024-10-26
867,52,571,2024-01-02
868,97,160,2024-12-26
869,56,538,2024-04-09
870,56,488,2024-08-08
871,34,870,2024-01-20
872,56,232,2024-03-29
873,98,1107,2024-08-13
874,31,249,2024-06-27
875,66,84,2024-01-27
876,91,791,2024-06-01
877,74,956,2024-01-25
878,66,149,2024-04-21
879,63,659,2024-04-10
880,23,96,2024-09-10
881,28,88,2024-03-27
882,97,482,2023-10-18
883,67,524,2024-12-23
884,9,685,2024-10-26
885,16,742,2024-09-22
886,32,305,2024-12-08
887,9,784,2024-02-25
888,27,870,2024-10-29
889,9,378,2024-10-14
890,29,894,2024-11-01
891,88,511,2024-03-08
892,76,766,2024-05-25
893,63,815,2024-12-27
894,63,394,2024-01-28
895,33,924,2023-11-11
896,27,727,2023-11-13
897,29,202,2024-03-27
898,21,397,2024-09-15
899,12,791,2024-01-07
900,90,241,2024-04-13
901,41,871,2024-04-01
902,30,760,2024-06-22
903,63,1101,2023-12-05
904,37,528,2024-12-11
905,29,208,2024-09-15
906,29,885,2024-01-19
907,33,670,2024-10-04
908,23,549,2024-04-10
909,28,175,2024-10-12
910,69,459,2024-09-01
911,88,814,2024-04-25
912,22,704,2024-03-10
913,7,535,2024-12-01
914,63,619,2023-11-12
915,33,238,2024-10-05
916,28,768,2024-01-10
917,27,607,2024-06-17
918,91,47,2024-04-13
919,15,118,2024-01-24
920,25,405,2024-11-18
921,76,733,2024-10-25
922,85,476,2024-12-20
923,29,950,2024-10-20
924,64,671,2024-10-16
925,9,1053,2024-08-21
926,29,875,2024-10-17
927,27,70,2023-12-17
928,27,46,2024-04-10
929,31,718,2024-12-12
930,21,833,2024-09-14
931,63,1179,2024-01-07
932,29,422,2024-01-09
933,28,609,2024-09-27
934,66,216,2024-03-15
935,29,149,2024-01-09
936,88,294,2024-03-01
937,28,44,2024-08-24
938,9,1059,2024-11-30
939,48,277,2023-11-26
940,27,1142,2023-10-19
941,29,599,2024-01-18
942,27,620,2024-06-30
943,63,1040,2023-11-28
944,29,268,2024-11-26
945,28,661,2024-12-08
946,29,1070,2024-11-23
947,45,1144,2023-11-26
948,29,493,2024-09-08
949,12,912,2024-08-19
950,63,693,2024-08-01
951,73,655,2024-12-28
952,16,1186,2024-02-23
953,9,833,2024-05-29
954,28,805,2024-07-16
955,54,432,2024-05-18
956,28,1055,2024-09-26
957,15,122,2024-06-29
958,82,401,2024-09-01
959,6,645,2023-12-27
960,28,1180,2024-05-22
961,29,1095,2024-05-04
962,53,1065,2024-02-20
963,31,417,2024-04-20
964,9,1050,2024-10-27
965,56,1066,2024-06-22
966,91,418,2024-07-03
967,27,873,2024-09-12
968,28,819,2023-10-21
969,87,1025,2024-09-12
970,92,695,2023-11-27
971,98,610,2024-09-08
972,18,878,2024-07-17
973,29,797,2023-11-18
974,56,262,2024-03-14
975,63,1039,2024-06-12
976,32,1049,2024-12-16
977,74,668,2023-12-31
978,30,720,2024-08-06
979,63,729,2024-05-10
980,41,1137,2024-12-04
981,6,465,2024-08-15
982,56,758,2024-08-26
983,49,227,2023-12-22
984,9,526,2024-01-26
985,15,291,2023-12-23
986,63,1190,2024-11-08
987,42,588,2024-11-29
988,12,720,2024-02-07
989,9,780,2024-03-17
990,9,896,2024-05-05
991,63,395,2024-03-08
992,21,695,2023-10-13
993,63,161,2024-01-25
994,64,417,2024-03-03
995,27,390,2024-07-11
996,56,257,2024-12-05
997,56,269,2024-07-22
998,14,699,2024-03-01
999,80,646,2024-07-03
1000,56,238,2024-04-16
1001,10,654,2024-09-14
1002,36,546,2024-04-14
1003,29,1160,2024-05-25
1004,29,1119,2024-11-13
1005,63,694,2023-10-25
1006,69,747,2024-08-10
1007,29,663,2024-07-05
1008,8,826,2023-11-19
1009,64,807,2023-11-30
1010,56,730,2024-03-21
1011,23,1179,2024-02-09
1012,28,210,2024-09-06
1013,68,74,2024-11-16
1014,56,146,2024-04-07
1015,1,826,2024-08-24
1016,17,852,2024-08-25
1017,56,1093,2024-02-17
1018,1,846,2024-02-23
1019,9,783,2024-12-21
1020,28,941,2023-10-04
1021,9,1121,2023-12-14
1022,69,306,2024-07-29
1023,27,743,2024-09-03
1024,77,615,2023-11-24
1025,46,648,2024-01-12
1026,9,733,2024-12-20
1027,63,396,2024-07-03
1028,31,350,2024-01-04
1029,52,164,2024-08-03
1030,9,459,2023-11-01
1031,3,642,2024-07-12
1032,74,757,2024-02-17
1033,29,799,2024-11-06
1034,17,848,2024-10-26
1035,97,291,2024-05-16
1036,27,232,2024-02-18
1037,64,967,2024-10-15
1038,83,536,2023-10-04
1039,64,814,2023-11-03
1040,91,130,2023-11-06
1041,56,223,2024-06-12
1042,29,60,2024-11-04
1043,63,642,2023-11-03
1044,69,143,2024-03-03
1045,8,978,2024-12-24
1046,74,221,2024-05-15
1047,28,769,2024-08-24
1048,28,1149,2024-11-25
1049,16,621,2024-08-16
1050,30,46,2024-08-04
1051,48,1197,2024-10-09
1052,29,363,2024-12-29
1053,52,765,2023-11-13
1054,18,1075,2024-09-28
1055,31,463,2023-11-03
1056,99,342,2024-07-21
1057,9,802,2024-02-20
